
2.090153 	 4.185171 
2.132213 	 4.227059 
0.020000 	 0.000442 
0.030000 	 0.001377 
0.040000 	 0.002766 
0.050000 	 0.004589 
0.060000 	 0.006839 
0.070000 	 0.009512 
0.080000 	 0.012608 
0.090000 	 0.016124 
0.100000 	 0.020061 
0.110000 	 0.024417 
0.120000 	 0.029193 
0.130000 	 0.034389 
0.140000 	 0.040004 
0.150000 	 0.046039 
0.160000 	 0.052493 
0.170000 	 0.059366 
0.180000 	 0.066658 
0.190000 	 0.074369 
0.200000 	 0.082499 
0.210000 	 0.091048 
0.220000 	 0.100016 
0.230000 	 0.109404 
0.240000 	 0.119210 
0.250000 	 0.129435 
0.260000 	 0.140079 
0.270000 	 0.151142 
0.280000 	 0.162624 
0.290000 	 0.174525 
0.300000 	 0.186845 
0.310000 	 0.199584 
0.320000 	 0.212742 
0.330000 	 0.226318 
0.340000 	 0.240314 
0.350000 	 0.254728 
0.360000 	 0.269562 
0.370000 	 0.284814 
0.380000 	 0.300485 
0.390000 	 0.316575 
0.400000 	 0.333084 
0.410000 	 0.350012 
0.420000 	 0.367358 
0.430000 	 0.385124 
0.440000 	 0.403308 
0.450000 	 0.421912 
0.460000 	 0.440934 
0.470000 	 0.460375 
0.480000 	 0.480235 
0.490000 	 0.500514 
0.500000 	 0.521212 
0.510000 	 0.542328 
0.520000 	 0.563864 
0.530000 	 0.585818 
0.540000 	 0.608191 
0.550000 	 0.630983 
0.560000 	 0.654194 
0.570000 	 0.677824 
0.580000 	 0.701873 
0.590000 	 0.726340 
0.600000 	 0.751227 
0.610000 	 0.776532 
0.620000 	 0.802256 
0.630000 	 0.828399 
0.640000 	 0.854961 
0.650000 	 0.881942 
0.660000 	 0.909342 
0.670000 	 0.937160 
0.680000 	 0.965398 
0.690000 	 0.994054 
0.700000 	 1.023129 
0.710000 	 1.052623 
0.720000 	 1.082536 
0.730000 	 1.112867 
0.740000 	 1.143618 
0.750000 	 1.174787 
0.760000 	 1.206376 
0.770000 	 1.238383 
0.780000 	 1.270809 
0.790000 	 1.303654 
0.800000 	 1.336917 
0.810000 	 1.370600 
0.820000 	 1.404701 
0.830000 	 1.439222 
0.840000 	 1.474161 
0.850000 	 1.509519 
0.860000 	 1.545296 
0.870000 	 1.581492 
0.880000 	 1.618106 
0.890000 	 1.655140 
0.900000 	 1.692592 
0.910000 	 1.730463 
0.920000 	 1.768753 
0.930000 	 1.807462 
0.940000 	 1.846590 
0.950000 	 1.886137 
0.960000 	 1.926102 
0.970000 	 1.966487 
0.980000 	 2.007290 
0.990000 	 2.048512 
1.000000 	 2.090153 
5.133497 	 2.518458 
5.158655 	 2.513433 
1.190000 	 2.215138 
1.280000 	 2.255498 
1.370000 	 2.295211 
1.460000 	 2.334331 
1.550000 	 2.372903 
1.640000 	 2.410966 
1.730000 	 2.448556 
1.820000 	 2.485704 
1.910000 	 2.522435 
2.000000 	 2.558776 
2.090000 	 2.594747 
2.180000 	 2.630369 
2.270000 	 2.665659 
2.360000 	 2.700634 
2.450000 	 2.735308 
2.540000 	 2.769696 
2.630000 	 2.803809 
2.720000 	 2.837660 
2.810000 	 2.871259 
2.900000 	 2.904617 
2.990000 	 2.937741 
3.080000 	 2.970642 
3.170000 	 3.003327 
3.260000 	 3.035804 
3.350000 	 3.068079 
3.440000 	 3.100160 
3.530000 	 3.132053 
3.620000 	 3.163763 
3.710000 	 3.195297 
3.800000 	 3.226659 
3.890000 	 3.257855 
3.980000 	 3.288889 
4.070000 	 3.319766 
4.160000 	 3.350490 
4.250000 	 3.381065 
4.340000 	 3.411495 
4.430000 	 3.441784 
4.520000 	 3.471936 
4.610000 	 3.501953 
4.700000 	 3.531839 
4.790000 	 3.561596 
4.880000 	 3.591229 
4.970000 	 3.620740 
5.060000 	 3.650131 
5.150000 	 3.679405 
5.240000 	 3.708565 
5.330000 	 3.737613 
5.420000 	 3.766551 
5.510000 	 3.795382 
5.600000 	 3.824107 
5.690000 	 3.852730 
5.780000 	 3.881251 
5.870000 	 3.909673 
5.960000 	 3.937997 
6.050000 	 3.966227 
6.140000 	 3.994362 
6.230000 	 4.022405 
6.320000 	 4.050358 
6.410000 	 4.078222 
6.500000 	 4.105998 
6.590000 	 4.133689 
6.680000 	 4.161295 
6.770000 	 4.188818 
6.860000 	 4.216260 
6.950000 	 4.243621 
7.040000 	 4.270903 
7.130000 	 4.298107 
7.220000 	 4.325234 
7.310000 	 4.352286 
7.400000 	 4.379264 
7.490000 	 4.406169 
7.580000 	 4.433001 
7.670000 	 4.459762 
7.760000 	 4.486453 
7.850000 	 4.513076 
7.940000 	 4.539630 
8.030000 	 4.566117 
8.120000 	 4.592537 
8.210000 	 4.618893 
8.300000 	 4.645184 
8.390000 	 4.671411 
8.480000 	 4.697575 
8.570000 	 4.723678 
8.660000 	 4.749720 
8.750000 	 4.775701 
8.840000 	 4.801622 
8.930000 	 4.827485 
9.020000 	 4.853290 
9.110000 	 4.879037 
9.200000 	 4.904727 
9.290000 	 4.930362 
9.380000 	 4.955941 
9.470000 	 4.981465 
9.560000 	 5.006935 
9.650000 	 5.032352 
9.740000 	 5.057716 
9.830000 	 5.083028 
9.920000 	 5.108288 
10.010000 	 5.133497 
